brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,clean_title_missing,vehicle_age,milage_bin,brand_model,log_price,model_year_milage,brand_model_year,brand_milage,fuel_type_milage,brand_clean_title_missing,fuel_type_clean_title_missing,accident_clean_title_missing,brand_fuel_type,accident_clean_title
MINI,Cooper S Base,2012,128000,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,8500,0,12,100k-150k,MINI_Cooper S Base,9.047821442478408,257536000,MINI_2012,MINI_128000,Gasoline_128000,MINI_0,Gasoline_0,None reported_0,MINI_Gasoline,None reported_Yes
Porsche,Cayenne Turbo,2017,70800,Gasoline,520.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,52999,0,7,50k-100k,Porsche_Cayenne Turbo,10.878028324431728,142803600,Porsche_2017,Porsche_70800,Gasoline_70800,Porsche_0,Gasoline_0,None reported_0,Porsche_Gasoline,None reported_Yes
Saturn,Vue Hybrid Base,2009,115000,Hybrid,172.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Blue,Beige,None reported,Yes,4400,0,15,100k-150k,Saturn_Vue Hybrid Base,8.389359819906353,231035000,Saturn_2009,Saturn_115000,Hybrid_115000,Saturn_0,Hybrid_0,None reported_0,Saturn_Hybrid,None reported_Yes
RAM,2500 Laramie,2018,98650,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Black,None reported,Yes,56750,0,6,50k-100k,RAM_2500 Laramie,10.94641093534365,199075700,RAM_2018,RAM_98650,Diesel_98650,RAM_0,Diesel_0,None reported_0,RAM_Diesel,None reported_Yes
RAM,1500 Limited,2019,87768,Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Silver,Black,None reported,Yes,44000,0,5,50k-100k,RAM_1500 Limited,10.691944912900398,177203592,RAM_2019,RAM_87768,Hybrid_87768,RAM_0,Hybrid_0,None reported_0,RAM_Hybrid,None reported_Yes
Chevrolet,Traverse RS,2023,6000,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Black,None reported,Yes,48500,0,1,<50k,Chevrolet_Traverse RS,10.789319076925574,12138000,Chevrolet_2023,Chevrolet_6000,Gasoline_6000,Chevrolet_0,Gasoline_0,None reported_0,Chevrolet_Gasoline,None reported_Yes
Lexus,RX 350 F SPORT Appearance,2021,28262,Gasoline,3.5 Liter,Automatic,Obsidian,–,None reported,Unknown,49998,1,3,<50k,Lexus_RX 350 F SPORT Appearance,10.819738283610262,57117502,Lexus_2021,Lexus_28262,Gasoline_28262,Lexus_1,Gasoline_1,None reported_1,Lexus_Gasoline,None reported_Unknown
Mazda,CX-50 2.5 Turbo Premium Package,2023,16200,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,None reported,Yes,36900,0,1,<50k,Mazda_CX-50 2.5 Turbo Premium Package,10.515966830028619,32772600,Mazda_2023,Mazda_16200,Gasoline_16200,Mazda_0,Gasoline_0,None reported_0,Mazda_Gasoline,None reported_Yes
Cadillac,SRX Luxury Collection,2012,87500,E85 Flex Fuel,308.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,None reported,Yes,11499,0,12,50k-100k,Cadillac_SRX Luxury Collection,9.350015354048665,176050000,Cadillac_2012,Cadillac_87500,E85 Flex Fuel_87500,Cadillac_0,E85 Flex Fuel_0,None reported_0,Cadillac_E85 Flex Fuel,None reported_Yes
FIAT,500 Lounge,2013,85458,Gasoline,101.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,9000,0,11,50k-100k,FIAT_500 Lounge,9.104979856318357,172026954,FIAT_2013,FIAT_85458,Gasoline_85458,FIAT_0,Gasoline_0,None reported_0,FIAT_Gasoline,None reported_Yes
Mercedes-Benz,EQS 450+ Base,2022,16500,Gasoline,329.0HP Electric Motor Electric Fuel System,A/T,Blue,White,None reported,Yes,69500,0,2,<50k,Mercedes-Benz_EQS 450+ Base,11.149082031552883,33363000,Mercedes-Benz_2022,Mercedes-Benz_16500,Gasoline_16500,Mercedes-Benz_0,Gasoline_0,None reported_0,Mercedes-Benz_Gasoline,None reported_Yes
MINI,Cooper S Clubman Base,2009,83853,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,6950,0,15,50k-100k,MINI_Cooper S Clubman Base,8.846496938558838,168460677,MINI_2009,MINI_83853,Gasoline_83853,MINI_0,Gasoline_0,At least 1 accident or damage reported_0,MINI_Gasoline,At least 1 accident or damage reported_Yes
BMW,X6 M50i,2022,22500,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,–,At least 1 accident or damage reported,Yes,74999,0,2,<50k,BMW_X6 M50i,11.225230059096225,45495000,BMW_2022,BMW_22500,Gasoline_22500,BMW_0,Gasoline_0,At least 1 accident or damage reported_0,BMW_Gasoline,At least 1 accident or damage reported_Yes
Lexus,LS 460 Base,2013,99524,Gasoline,386.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,24900,0,11,50k-100k,Lexus_LS 460 Base,10.1226230824528,200341812,Lexus_2013,Lexus_99524,Gasoline_99524,Lexus_0,Gasoline_0,At least 1 accident or damage reported_0,Lexus_Gasoline,At least 1 accident or damage reported_Yes
Genesis,GV80 2.5T,2023,8100,Gasoline,300.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Beige,None reported,Yes,57300,0,1,<50k,Genesis_GV80 2.5T,10.95605590270283,16386300,Genesis_2023,Genesis_8100,Gasoline_8100,Genesis_0,Gasoline_0,None reported_0,Genesis_Gasoline,None reported_Yes
MINI,Hardtop Cooper S,2016,43073,Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Volcanic Orange,Carbon Black,None reported,Unknown,17999,1,8,<50k,MINI_Hardtop Cooper S,9.798071479779479,86835168,MINI_2016,MINI_43073,Gasoline_43073,MINI_1,Gasoline_1,None reported_1,MINI_Gasoline,None reported_Unknown
Land,Rover Range Rover Velar R-Dynamic S,2023,12425,Gasoline,I4,Automatic,Firenze Red,Ebony,None reported,Unknown,57619,1,1,<50k,Land_Rover Range Rover Velar R-Dynamic S,10.961607653402877,25135775,Land_2023,Land_12425,Gasoline_12425,Land_1,Gasoline_1,None reported_1,Land_Gasoline,None reported_Unknown
BMW,530 i xDrive,2020,23195,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Dark Graphite Metallic,Black,None reported,Unknown,38900,1,4,<50k,BMW_530 i xDrive,10.568749529606537,46853900,BMW_2020,BMW_23195,Gasoline_23195,BMW_1,Gasoline_1,None reported_1,BMW_Gasoline,None reported_Unknown
Jeep,Grand Cherokee Laredo,2011,118000,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Black,At least 1 accident or damage reported,Yes,12500,0,13,100k-150k,Jeep_Grand Cherokee Laredo,9.433483923290392,237298000,Jeep_2011,Jeep_118000,Gasoline_118000,Jeep_0,Gasoline_0,At least 1 accident or damage reported_0,Jeep_Gasoline,At least 1 accident or damage reported_Yes
Toyota,Tacoma SR5,2018,65290,Gasoline,278.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,26450,0,6,50k-100k,Toyota_Tacoma SR5,10.183011437286446,131755220,Toyota_2018,Toyota_65290,Gasoline_65290,Toyota_0,Gasoline_0,At least 1 accident or damage reported_0,Toyota_Gasoline,At least 1 accident or damage reported_Yes
Porsche,911 Carrera Cabriolet,2001,47885,Gasoline,300.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,No,Unknown,31995,1,23,<50k,Porsche_911 Carrera Cabriolet,10.37333491957356,95817885,Porsche_2001,Porsche_47885,Gasoline_47885,Porsche_1,Gasoline_1,No_1,Porsche_Gasoline,No_Unknown
Jeep,Gladiator Sport S,2020,13000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,–,None reported,Yes,39500,0,4,<50k,Jeep_Gladiator Sport S,10.584055950889214,26260000,Jeep_2020,Jeep_13000,Gasoline_13000,Jeep_0,Gasoline_0,None reported_0,Jeep_Gasoline,None reported_Yes
Dodge,Challenger SRT Hellcat,2018,29475,Gasoline,707.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Orange,Black,None reported,Yes,62999,0,6,<50k,Dodge_Challenger SRT Hellcat,11.050874132231819,59480550,Dodge_2018,Dodge_29475,Gasoline_29475,Dodge_0,Gasoline_0,None reported_0,Dodge_Gasoline,None reported_Yes
Jeep,Renegade Trailhawk,2017,78717,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,17500,0,7,50k-100k,Jeep_Renegade Trailhawk,9.769956159911606,158772189,Jeep_2017,Jeep_78717,Gasoline_78717,Jeep_0,Gasoline_0,None reported_0,Jeep_Gasoline,None reported_Yes
Ford,F-150 Lariat,2021,9142,Hybrid,430.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Black,Gray,None reported,Yes,61500,0,3,<50k,Ford_F-150 Lariat,11.02679245379461,18475982,Ford_2021,Ford_9142,Hybrid_9142,Ford_0,Hybrid_0,None reported_0,Ford_Hybrid,None reported_Yes
Jaguar,XF Premium,2011,106000,Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Brown,Beige,At least 1 accident or damage reported,Yes,9400,0,13,100k-150k,Jaguar_XF Premium,9.148464968258095,213166000,Jaguar_2011,Jaguar_106000,Gasoline_106000,Jaguar_0,Gasoline_0,At least 1 accident or damage reported_0,Jaguar_Gasoline,At least 1 accident or damage reported_Yes
RAM,1500 Laramie,2022,3521,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Diamond Black,Black,None reported,Yes,51074,0,2,<50k,RAM_1500 Laramie,10.841030840443734,7119462,RAM_2022,RAM_3521,Gasoline_3521,RAM_0,Gasoline_0,None reported_0,RAM_Gasoline,None reported_Yes
Volkswagen,Golf GTI 2.0T SE 4-Door,2016,90000,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,16750,0,8,50k-100k,Volkswagen_Golf GTI 2.0T SE 4-Door,9.726153537253213,181440000,Volkswagen_2016,Volkswagen_90000,Gasoline_90000,Volkswagen_0,Gasoline_0,None reported_0,Volkswagen_Gasoline,None reported_Yes
Porsche,Macan Turbo,2016,46000,Gasoline,400.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,–,None reported,Yes,38000,0,8,<50k,Porsche_Macan Turbo,10.545341438708522,92736000,Porsche_2016,Porsche_46000,Gasoline_46000,Porsche_0,Gasoline_0,None reported_0,Porsche_Gasoline,None reported_Yes
BMW,X4 M Competition,2020,18362,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Orange,None reported,Yes,60000,0,4,<50k,BMW_X4 M Competition,11.002099841204238,37091240,BMW_2020,BMW_18362,Gasoline_18362,BMW_0,Gasoline_0,None reported_0,BMW_Gasoline,None reported_Yes
Lexus,RX 350 Base,2013,164500,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,16500,0,11,150k-200k,Lexus_RX 350 Base,9.711115659888671,331138500,Lexus_2013,Lexus_164500,Gasoline_164500,Lexus_0,Gasoline_0,At least 1 accident or damage reported_0,Lexus_Gasoline,At least 1 accident or damage reported_Yes
GMC,Terrain SLT,2020,55018,Gasoline,170.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,25500,0,4,50k-100k,GMC_Terrain SLT,10.146433731146518,111136360,GMC_2020,GMC_55018,Gasoline_55018,GMC_0,Gasoline_0,At least 1 accident or damage reported_0,GMC_Gasoline,At least 1 accident or damage reported_Yes
Nissan,Maxima SV,2022,36466,Gasoline,3.5L V6 24V GDI DOHC,Automatic CVT,Brilliant Silver Metallic,Charcoal,None reported,Unknown,24980,1,2,<50k,Nissan_Maxima SV,10.125830783679568,73734252,Nissan_2022,Nissan_36466,Gasoline_36466,Nissan_1,Gasoline_1,None reported_1,Nissan_Gasoline,None reported_Unknown
Volvo,S60 B5 Inscription,2022,14280,Hybrid,247.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Blue,Black,None reported,Yes,36500,0,2,<50k,Volvo_S60 B5 Inscription,10.505067539570582,28874160,Volvo_2022,Volvo_14280,Hybrid_14280,Volvo_0,Hybrid_0,None reported_0,Volvo_Hybrid,None reported_Yes
Subaru,Outback 2.5i Premium,2013,116000,Gasoline,173.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,12500,0,11,100k-150k,Subaru_Outback 2.5i Premium,9.433483923290392,233508000,Subaru_2013,Subaru_116000,Gasoline_116000,Subaru_0,Gasoline_0,At least 1 accident or damage reported_0,Subaru_Gasoline,At least 1 accident or damage reported_Yes
RAM,1500 Laramie,2022,16184,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Granite Crystal Clearcoat Metallic,Black,None reported,Unknown,46999,1,2,<50k,RAM_1500 Laramie,10.757881603870102,32724048,RAM_2022,RAM_16184,Gasoline_16184,RAM_1,Gasoline_1,None reported_1,RAM_Gasoline,None reported_Unknown
Porsche,Boxster Base,1997,132800,Gasoline,201.0HP 2.5L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Beige,No,Unknown,8500,1,27,100k-150k,Porsche_Boxster Base,9.047821442478408,265201600,Porsche_1997,Porsche_132800,Gasoline_132800,Porsche_1,Gasoline_1,No_1,Porsche_Gasoline,No_Unknown
Ford,Explorer XLT,2020,45000,Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Silver,Black,None reported,Yes,33500,0,4,<50k,Ford_Explorer XLT,10.419300717813158,90900000,Ford_2020,Ford_45000,Gasoline_45000,Ford_0,Gasoline_0,None reported_0,Ford_Gasoline,None reported_Yes
Ford,F-150 Lariat,2013,102000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,23000,0,11,100k-150k,Ford_F-150 Lariat,10.043249494911286,205326000,Ford_2013,Ford_102000,Gasoline_102000,Ford_0,Gasoline_0,None reported_0,Ford_Gasoline,None reported_Yes
Ford,Excursion XLS,2004,163000,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,18000,0,20,150k-200k,Ford_Excursion XLS,9.798127036878302,326652000,Ford_2004,Ford_163000,Diesel_163000,Ford_0,Diesel_0,At least 1 accident or damage reported_0,Ford_Diesel,At least 1 accident or damage reported_Yes
BMW,M8 Competition,2023,3500,Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,Yes,129000,0,1,<50k,BMW_M8 Competition,11.76756768334381,7080500,BMW_2023,BMW_3500,Gasoline_3500,BMW_0,Gasoline_0,None reported_0,BMW_Gasoline,None reported_Yes
Porsche,Panamera GTS,2016,42526,Gasoline,440.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,None reported,Yes,66200,0,8,<50k,Porsche_Panamera GTS,11.1004357419251,85732416,Porsche_2016,Porsche_42526,Gasoline_42526,Porsche_0,Gasoline_0,None reported_0,Porsche_Gasoline,None reported_Yes
Mazda,Mazda3 i Touring,2012,144900,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,–,None reported,Yes,6000,0,12,100k-150k,Mazda_Mazda3 i Touring,8.699514748210191,291538800,Mazda_2012,Mazda_144900,Gasoline_144900,Mazda_0,Gasoline_0,None reported_0,Mazda_Gasoline,None reported_Yes
GMC,Sierra 1500 SLT,2016,85000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,32750,0,8,50k-100k,GMC_Sierra 1500 SLT,10.396658241063397,171360000,GMC_2016,GMC_85000,Gasoline_85000,GMC_0,Gasoline_0,None reported_0,GMC_Gasoline,None reported_Yes
Mercedes-Benz,Sprinter 2500 Standard Roof,2022,16113,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,Gray,Black,None reported,Yes,111000,0,2,<50k,Mercedes-Benz_Sprinter 2500 Standard Roof,11.617285480294472,32580486,Mercedes-Benz_2022,Mercedes-Benz_16113,Diesel_16113,Mercedes-Benz_0,Diesel_0,None reported_0,Mercedes-Benz_Diesel,None reported_Yes
Mercedes-Benz,GL-Class GL 450,2011,93000,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,11900,0,13,50k-100k,Mercedes-Benz_GL-Class GL 450,9.38429367909962,187023000,Mercedes-Benz_2011,Mercedes-Benz_93000,Gasoline_93000,Mercedes-Benz_0,Gasoline_0,At least 1 accident or damage reported_0,Mercedes-Benz_Gasoline,At least 1 accident or damage reported_Yes
RAM,1500 Big Horn,2022,11468,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Bright White Clearcoat,Black,None reported,Yes,50204,0,2,<50k,RAM_1500 Big Horn,10.823849983780336,23188296,RAM_2022,RAM_11468,Gasoline_11468,RAM_0,Gasoline_0,None reported_0,RAM_Gasoline,None reported_Yes
Lexus,NX 300 Base,2019,25470,Gasoline,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Red,None reported,Yes,32500,0,5,<50k,Lexus_NX 300 Base,10.388995368317829,51423930,Lexus_2019,Lexus_25470,Gasoline_25470,Lexus_0,Gasoline_0,None reported_0,Lexus_Gasoline,None reported_Yes
BMW,435 i xDrive,2014,90347,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,21800,0,10,50k-100k,BMW_435 i xDrive,9.98966524877718,181958858,BMW_2014,BMW_90347,Gasoline_90347,BMW_0,Gasoline_0,None reported_0,BMW_Gasoline,None reported_Yes
GMC,Yukon SLE,2017,96000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,34000,0,7,50k-100k,GMC_Yukon SLE,10.4341158035983,193632000,GMC_2017,GMC_96000,Gasoline_96000,GMC_0,Gasoline_0,None reported_0,GMC_Gasoline,None reported_Yes
Honda,Pilot EX-L,2016,80500,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,23000,0,8,50k-100k,Honda_Pilot EX-L,10.043249494911286,162288000,Honda_2016,Honda_80500,Gasoline_80500,Honda_0,Gasoline_0,None reported_0,Honda_Gasoline,None reported_Yes
Audi,A5 Sportback S line Premium Plus,2021,35000,Hybrid,261.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,7-Speed A/T,Black,Black,None reported,Yes,37499,0,3,<50k,Audi_A5 Sportback S line Premium Plus,10.532069544936274,70735000,Audi_2021,Audi_35000,Hybrid_35000,Audi_0,Hybrid_0,None reported_0,Audi_Hybrid,None reported_Yes
Porsche,911 Carrera,1995,49900,–,–,6-Speed M/T,Silver,Gray,At least 1 accident or damage reported,Yes,97993,0,29,<50k,Porsche_911 Carrera,11.492651326530138,99550500,Porsche_1995,Porsche_49900,–_49900,Porsche_0,–_0,At least 1 accident or damage reported_0,Porsche_–,At least 1 accident or damage reported_Yes
Honda,Civic Sport,2020,121212,Gasoline,1.5L I4 16V GDI DOHC Turbo,Automatic CVT,White,Sport,At least 1 accident or damage reported,Yes,18387,0,4,100k-150k,Honda_Civic Sport,9.819399172153842,244848240,Honda_2020,Honda_121212,Gasoline_121212,Honda_0,Gasoline_0,At least 1 accident or damage reported_0,Honda_Gasoline,At least 1 accident or damage reported_Yes
Mercedes-Benz,G 550 4x4 Squared Base,2018,14381,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic,Designo Magno Matte,Black,None reported,Unknown,204900,1,6,<50k,Mercedes-Benz_G 550 4x4 Squared Base,12.230277334226992,29020858,Mercedes-Benz_2018,Mercedes-Benz_14381,Gasoline_14381,Mercedes-Benz_1,Gasoline_1,None reported_1,Mercedes-Benz_Gasoline,None reported_Unknown
Porsche,Panamera Platinum Edition,2022,13500,Gasoline,325.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Black,None reported,Yes,86999,0,2,<50k,Porsche_Panamera Platinum Edition,11.373651903317787,27297000,Porsche_2022,Porsche_13500,Gasoline_13500,Porsche_0,Gasoline_0,None reported_0,Porsche_Gasoline,None reported_Yes
BMW,740e xDrive iPerformance,2019,33214,Plug-In Hybrid,322.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,A/T,White,Black,None reported,Yes,43500,0,5,<50k,BMW_740e xDrive iPerformance,10.680516217076775,67059066,BMW_2019,BMW_33214,Plug-In Hybrid_33214,BMW_0,Plug-In Hybrid_0,None reported_0,BMW_Plug-In Hybrid,None reported_Yes
Ford,F-250 XLT,2017,29719,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,31000,0,7,<50k,Ford_F-250 XLT,10.341742483467284,59943223,Ford_2017,Ford_29719,E85 Flex Fuel_29719,Ford_0,E85 Flex Fuel_0,None reported_0,Ford_E85 Flex Fuel,None reported_Yes
Lincoln,Corsair Standard,2022,4520,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,Beige,None reported,Yes,38500,0,2,<50k,Lincoln_Corsair Standard,10.558413520275876,9139440,Lincoln_2022,Lincoln_4520,Gasoline_4520,Lincoln_0,Gasoline_0,None reported_0,Lincoln_Gasoline,None reported_Yes
Hyundai,Sonata Sport,2017,84129,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Phantom Black,Graphite,None reported,Unknown,14599,1,7,50k-100k,Hyundai_Sonata Sport,9.58870831219998,169688193,Hyundai_2017,Hyundai_84129,Gasoline_84129,Hyundai_1,Gasoline_1,None reported_1,Hyundai_Gasoline,None reported_Unknown
Nissan,Maxima 3.5 SR,2019,72150,Gasoline,300.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,26999,0,5,50k-100k,Nissan_Maxima 3.5 SR,10.203555107263542,145670850,Nissan_2019,Nissan_72150,Gasoline_72150,Nissan_0,Gasoline_0,At least 1 accident or damage reported_0,Nissan_Gasoline,At least 1 accident or damage reported_Yes
GMC,Yukon SLT,2015,94500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,30000,0,9,50k-100k,GMC_Yukon SLT,10.308952660644293,190417500,GMC_2015,GMC_94500,Gasoline_94500,GMC_0,Gasoline_0,At least 1 accident or damage reported_0,GMC_Gasoline,At least 1 accident or damage reported_Yes
Mercedes-Benz,GLS 550 Base 4MATIC,2017,88454,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,Yes,39999,0,7,50k-100k,Mercedes-Benz_GLS 550 Base 4MATIC,10.596609732783568,178411718,Mercedes-Benz_2017,Mercedes-Benz_88454,Gasoline_88454,Mercedes-Benz_0,Gasoline_0,None reported_0,Mercedes-Benz_Gasoline,None reported_Yes
Cadillac,CTS Base,2010,81696,Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Beige,At least 1 accident or damage reported,Yes,9499,0,14,50k-100k,Cadillac_CTS Base,9.158941808890182,164208960,Cadillac_2010,Cadillac_81696,Gasoline_81696,Cadillac_0,Gasoline_0,At least 1 accident or damage reported_0,Cadillac_Gasoline,At least 1 accident or damage reported_Yes
Cadillac,CTS Base,2005,94100,Gasoline,255.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,None reported,Yes,6099,0,19,50k-100k,Cadillac_CTS Base,8.715880102296456,188670500,Cadillac_2005,Cadillac_94100,Gasoline_94100,Cadillac_0,Gasoline_0,None reported_0,Cadillac_Gasoline,None reported_Yes
Ford,Explorer Limited,2022,17500,Hybrid,318.0HP 3.3L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,White,Black,None reported,Yes,46000,0,2,<50k,Ford_Explorer Limited,10.736396675471232,35385000,Ford_2022,Ford_17500,Hybrid_17500,Ford_0,Hybrid_0,None reported_0,Ford_Hybrid,None reported_Yes
Acura,RDX,2016,132252,Gasoline,3.5 Liter,Automatic,Crystal Black,Black,None reported,Unknown,18998,1,8,100k-150k,Acura_RDX,9.852088989450127,266620032,Acura_2016,Acura_132252,Gasoline_132252,Acura_1,Gasoline_1,None reported_1,Acura_Gasoline,None reported_Unknown
Toyota,Highlander XLE,2022,4437,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,42000,0,2,<50k,Toyota_Highlander XLE,10.645424897265505,8971614,Toyota_2022,Toyota_4437,Gasoline_4437,Toyota_0,Gasoline_0,None reported_0,Toyota_Gasoline,None reported_Yes
Volkswagen,Golf GTI 2.0T SE 4-Door,2018,70500,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,23000,0,6,50k-100k,Volkswagen_Golf GTI 2.0T SE 4-Door,10.043249494911286,142269000,Volkswagen_2018,Volkswagen_70500,Gasoline_70500,Volkswagen_0,Gasoline_0,None reported_0,Volkswagen_Gasoline,None reported_Yes
Nissan,Pickup Truck XE,1994,89144,–,–,A/T,Red,Gray,None reported,Yes,5899,0,30,50k-100k,Nissan_Pickup Truck XE,8.682538124003075,177753136,Nissan_1994,Nissan_89144,–_89144,Nissan_0,–_0,None reported_0,Nissan_–,None reported_Yes
Toyota,Corolla CE,2008,170000,Gasoline,126.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,5199,0,16,150k-200k,Toyota_Corolla CE,8.556221578383715,341360000,Toyota_2008,Toyota_170000,Gasoline_170000,Toyota_0,Gasoline_0,None reported_0,Toyota_Gasoline,None reported_Yes
Honda,Element EX,2008,122000,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,10500,0,16,100k-150k,Honda_Element EX,9.259130536145614,244976000,Honda_2008,Honda_122000,Gasoline_122000,Honda_0,Gasoline_0,None reported_0,Honda_Gasoline,None reported_Yes
Toyota,Camry Solara SE,2008,57852,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,No,Unknown,13900,1,16,50k-100k,Toyota_Camry Solara SE,9.539644119118783,116166816,Toyota_2008,Toyota_57852,Gasoline_57852,Toyota_1,Gasoline_1,No_1,Toyota_Gasoline,No_Unknown
